date,nasdaq
2016-07-06,4859.16
2016-07-07,4876.81
2016-07-08,4956.76
2016-07-11,4988.64
2016-07-12,5022.82
2016-07-13,5005.73
2016-07-14,5034.06
2016-07-15,5029.59
2016-07-18,5055.78
2016-07-19,5036.37
2016-07-20,5089.93
2016-07-21,5073.90
2016-07-22,5100.16
2016-07-25,5097.63
2016-07-26,5110.05
2016-07-27,5139.81
2016-07-28,5154.98
2016-07-29,5162.13
2016-08-01,5184.20
2016-08-02,5137.73
2016-08-03,5159.74
2016-08-04,5166.25
2016-08-05,5221.12
2016-08-08,5213.14
2016-08-09,5225.48
2016-08-10,5204.58
2016-08-11,5228.40
2016-08-12,5232.89
2016-08-15,5262.02
2016-08-16,5227.11
2016-08-17,5228.66
2016-08-18,5240.15
2016-08-19,5238.38
2016-08-22,5244.60
2016-08-23,5260.08
2016-08-24,5217.69
2016-08-25,5212.20
2016-08-26,5218.92
2016-08-29,5232.33
2016-08-30,5222.99
2016-08-31,5213.22
2016-09-01,5227.21
2016-09-02,5249.90
2016-09-05,.
2016-09-06,5275.91
2016-09-07,5283.93
2016-09-08,5259.48
2016-09-09,5125.91
2016-09-12,5211.89
2016-09-13,5155.25
2016-09-14,5173.77
2016-09-15,5249.69
2016-09-16,5244.57
2016-09-19,5235.03
2016-09-20,5241.35
2016-09-21,5295.18
2016-09-22,5339.52
2016-09-23,5305.75
2016-09-26,5257.49
2016-09-27,5305.71
2016-09-28,5318.55
2016-09-29,5269.15
2016-09-30,5312.00
2016-10-03,5300.87
2016-10-04,5289.66
2016-10-05,5316.02
2016-10-06,5306.85
2016-10-07,5292.40
2016-10-10,5328.67
2016-10-11,5246.79
2016-10-12,5239.02
2016-10-13,5213.33
2016-10-14,5214.16
2016-10-17,5199.82
2016-10-18,5243.84
2016-10-19,5246.41
2016-10-20,5241.83
2016-10-21,5257.40
2016-10-24,5309.83
2016-10-25,5283.40
2016-10-26,5250.27
2016-10-27,5215.97
2016-10-28,5190.10
2016-10-31,5189.13
2016-11-01,5153.58
2016-11-02,5105.57
2016-11-03,5058.41
2016-11-04,5046.37
2016-11-07,5166.17
2016-11-08,5193.49
2016-11-09,5251.07
2016-11-10,5208.80
2016-11-11,5237.11
2016-11-14,5218.40
2016-11-15,5275.62
2016-11-16,5294.58
2016-11-17,5333.97
2016-11-18,5321.51
2016-11-21,5368.86
2016-11-22,5386.35
2016-11-23,5380.68
2016-11-24,.
2016-11-25,5398.92
2016-11-28,5368.81
2016-11-29,5379.92
2016-11-30,5323.68
2016-12-01,5251.11
2016-12-02,5255.65
2016-12-05,5308.89
2016-12-06,5333.00
2016-12-07,5393.76
2016-12-08,5417.36
2016-12-09,5444.50
2016-12-12,5412.54
2016-12-13,5463.83
2016-12-14,5436.67
2016-12-15,5456.85
2016-12-16,5437.16
2016-12-19,5457.44
2016-12-20,5483.94
2016-12-21,5471.43
2016-12-22,5447.42
2016-12-23,5462.69
2016-12-26,.
2016-12-27,5487.44
2016-12-28,5438.56
2016-12-29,5432.09
2016-12-30,5383.12
2017-01-02,.
2017-01-03,5429.08
2017-01-04,5477.00
2017-01-05,5487.94
2017-01-06,5521.06
2017-01-09,5531.82
2017-01-10,5551.82
2017-01-11,5563.65
2017-01-12,5547.49
2017-01-13,5574.12
2017-01-16,.
2017-01-17,5538.73
2017-01-18,5555.65
2017-01-19,5540.08
2017-01-20,5555.33
2017-01-23,5552.94
2017-01-24,5600.96
2017-01-25,5656.34
2017-01-26,5655.18
2017-01-27,5660.78
2017-01-30,5613.71
2017-01-31,5614.79
2017-02-01,5642.65
2017-02-02,5636.20
2017-02-03,5666.77
2017-02-06,5663.55
2017-02-07,5674.22
2017-02-08,5682.45
2017-02-09,5715.18
2017-02-10,5734.13
2017-02-13,5763.96
2017-02-14,5782.57
2017-02-15,5819.44
2017-02-16,5814.90
2017-02-17,5838.58
2017-02-20,.
2017-02-21,5865.95
2017-02-22,5860.63
2017-02-23,5835.51
2017-02-24,5845.31
2017-02-27,5861.90
2017-02-28,5825.44
2017-03-01,5904.03
2017-03-02,5861.22
2017-03-03,5870.75
2017-03-06,5849.17
2017-03-07,5833.93
2017-03-08,5837.55
2017-03-09,5838.81
2017-03-10,5861.73
2017-03-13,5875.78
2017-03-14,5856.82
2017-03-15,5900.05
2017-03-16,5900.76
2017-03-17,5901.00
2017-03-20,5901.53
2017-03-21,5793.83
2017-03-22,5821.64
2017-03-23,5817.69
2017-03-24,5828.74
2017-03-27,5840.37
2017-03-28,5875.14
2017-03-29,5897.55
2017-03-30,5914.34
2017-03-31,5911.74
2017-04-03,5894.68
2017-04-04,5898.61
2017-04-05,5864.48
2017-04-06,5878.95
2017-04-07,5877.81
2017-04-10,5880.93
2017-04-11,5866.77
2017-04-12,5836.16
2017-04-13,5805.15
2017-04-14,.
2017-04-17,5856.79
2017-04-18,5849.47
2017-04-19,5863.03
2017-04-20,5916.78
2017-04-21,5910.52
2017-04-24,5983.82
2017-04-25,6025.49
2017-04-26,6025.23
2017-04-27,6048.94
2017-04-28,6047.61
2017-05-01,6091.60
2017-05-02,6095.37
2017-05-03,6072.55
2017-05-04,6075.34
2017-05-05,6100.76
2017-05-08,6102.66
2017-05-09,6120.59
2017-05-10,6129.14
2017-05-11,6115.96
2017-05-12,6121.23
2017-05-15,6149.67
2017-05-16,6169.87
2017-05-17,6011.24
2017-05-18,6055.13
2017-05-19,6083.70
2017-05-22,6133.62
2017-05-23,6138.71
2017-05-24,6163.02
2017-05-25,6205.26
2017-05-26,6210.19
2017-05-29,.
2017-05-30,6203.19
2017-05-31,6198.52
2017-06-01,6246.83
2017-06-02,6305.80
2017-06-05,6295.68
2017-06-06,6275.06
2017-06-07,6297.38
2017-06-08,6321.76
2017-06-09,6207.92
2017-06-12,6175.46
2017-06-13,6220.37
2017-06-14,6194.89
2017-06-15,6165.50
2017-06-16,6151.76
2017-06-19,6239.01
2017-06-20,6188.03
2017-06-21,6233.95
2017-06-22,6236.69
2017-06-23,6265.25
2017-06-26,6247.15
2017-06-27,6146.62
2017-06-28,6234.41
2017-06-29,6144.35
2017-06-30,6140.42
2017-07-03,6110.06
2017-07-04,.
2017-07-05,6150.86
2017-07-06,6089.46
2017-07-07,6153.08
2017-07-10,6176.39
2017-07-11,6193.30
2017-07-12,6261.17
2017-07-13,6274.44
2017-07-14,6312.47
2017-07-17,6314.43
2017-07-18,6344.31
2017-07-19,6385.04
2017-07-20,6390.00
2017-07-21,6387.75
2017-07-24,6410.81
2017-07-25,6412.17
2017-07-26,6422.75
2017-07-27,6382.19
2017-07-28,6374.68
2017-07-31,6348.12
2017-08-01,6362.94
2017-08-02,6362.65
2017-08-03,6340.34
2017-08-04,6351.56
2017-08-07,6383.77
2017-08-08,6370.46
2017-08-09,6352.33
2017-08-10,6216.87
2017-08-11,6256.56
2017-08-14,6340.23
2017-08-15,6333.01
2017-08-16,6345.11
2017-08-17,6221.91
2017-08-18,6216.53
2017-08-21,6213.13
2017-08-22,6297.48
2017-08-23,6278.41
2017-08-24,6271.33
2017-08-25,6265.64
2017-08-28,6283.02
2017-08-29,6301.89
2017-08-30,6368.31
2017-08-31,6428.66
2017-09-01,6435.33
2017-09-04,.
2017-09-05,6375.57
2017-09-06,6393.31
2017-09-07,6397.87
2017-09-08,6360.19
2017-09-11,6432.26
2017-09-12,6454.28
2017-09-13,6460.19
2017-09-14,6429.08
2017-09-15,6448.47
2017-09-18,6454.64
2017-09-19,6461.32
2017-09-20,6456.04
2017-09-21,6422.69
2017-09-22,6426.92
2017-09-25,6370.59
2017-09-26,6380.16
2017-09-27,6453.26
2017-09-28,6453.45
2017-09-29,6495.96
2017-10-02,6516.72
2017-10-03,6531.71
2017-10-04,6534.63
2017-10-05,6585.36
2017-10-06,6590.18
2017-10-09,6579.73
2017-10-10,6587.25
2017-10-11,6603.55
2017-10-12,6591.51
2017-10-13,6605.80
2017-10-16,6624.00
2017-10-17,6623.66
2017-10-18,6624.22
2017-10-19,6605.07
2017-10-20,6629.05
2017-10-23,6586.83
2017-10-24,6598.43
2017-10-25,6563.89
2017-10-26,6556.77
2017-10-27,6701.26
2017-10-30,6698.96
2017-10-31,6727.67
2017-11-01,6716.53
2017-11-02,6714.94
2017-11-03,6764.44
2017-11-06,6786.44
2017-11-07,6767.78
2017-11-08,6789.12
2017-11-09,6750.05
2017-11-10,6750.94
2017-11-13,6757.60
2017-11-14,6737.87
2017-11-15,6706.21
2017-11-16,6793.29
2017-11-17,6782.79
2017-11-20,6790.71
2017-11-21,6862.48
2017-11-22,6867.36
2017-11-23,.
2017-11-24,6889.16
2017-11-27,6878.52
2017-11-28,6912.36
2017-11-29,6824.39
2017-11-30,6873.97
2017-12-01,6847.59
2017-12-04,6775.37
2017-12-05,6762.21
2017-12-06,6776.38
2017-12-07,6812.84
2017-12-08,6840.08
2017-12-11,6875.08
2017-12-12,6862.32
2017-12-13,6875.80
2017-12-14,6856.53
2017-12-15,6936.58
2017-12-18,6994.76
2017-12-19,6963.85
2017-12-20,6960.96
2017-12-21,6965.36
2017-12-22,6959.96
2017-12-25,.
2017-12-26,6936.25
2017-12-27,6939.34
2017-12-28,6950.16
2017-12-29,6903.39
2018-01-01,.
2018-01-02,7006.90
2018-01-03,7065.53
2018-01-04,7077.91
2018-01-05,7136.56
2018-01-08,7157.39
2018-01-09,7163.58
2018-01-10,7153.57
2018-01-11,7211.78
2018-01-12,7261.06
2018-01-15,.
2018-01-16,7223.69
2018-01-17,7298.28
2018-01-18,7296.05
2018-01-19,7336.38
2018-01-22,7408.03
2018-01-23,7460.29
2018-01-24,7415.06
2018-01-25,7411.16
2018-01-26,7505.77
2018-01-29,7466.51
2018-01-30,7402.48
2018-01-31,7411.48
2018-02-01,7385.86
2018-02-02,7240.95
2018-02-05,6967.53
2018-02-06,7115.88
2018-02-07,7051.98
2018-02-08,6777.16
2018-02-09,6874.49
2018-02-12,6981.96
2018-02-13,7013.51
2018-02-14,7143.62
2018-02-15,7256.43
2018-02-16,7239.47
2018-02-19,.
2018-02-20,7234.31
2018-02-21,7218.23
2018-02-22,7210.09
2018-02-23,7337.39
2018-02-26,7421.46
2018-02-27,7330.35
2018-02-28,7273.01
2018-03-01,7180.56
2018-03-02,7257.87
2018-03-05,7330.70
2018-03-06,7372.01
2018-03-07,7396.65
2018-03-08,7427.95
2018-03-09,7560.81
2018-03-12,7588.32
2018-03-13,7511.01
2018-03-14,7496.81
2018-03-15,7481.74
2018-03-16,7481.99
2018-03-19,7344.24
2018-03-20,7364.30
2018-03-21,7345.29
2018-03-22,7166.68
2018-03-23,6992.67
2018-03-26,7220.54
2018-03-27,7008.81
2018-03-28,6949.23
2018-03-29,7063.44
2018-03-30,.
2018-04-02,6870.12
2018-04-03,6941.28
2018-04-04,7042.105
2018-04-05,7076.551
2018-04-06,6915.109
2018-04-09,6950.344
2018-04-10,7094.301
2018-04-11,7069.027
2018-04-12,7140.246
2018-04-13,7106.648
2018-04-16,7156.285
2018-04-17,7281.098
2018-04-18,7295.234
2018-04-19,7238.055
2018-04-20,7146.125
2018-04-23,7128.602
2018-04-24,7007.352
2018-04-25,7003.738
2018-04-26,7118.676
2018-04-27,7119.801
2018-04-30,7066.266
2018-05-01,7130.703
2018-05-02,7100.898
2018-05-03,7088.152
2018-05-04,7209.617
2018-05-07,7265.211
2018-05-08,7266.902
2018-05-09,7339.906
2018-05-10,7404.977
2018-05-11,7402.883
2018-05-14,7411.316
2018-05-15,7351.629
2018-05-16,7398.297
2018-05-17,7382.473
2018-05-18,7354.34
2018-05-21,7394.035
2018-05-22,7378.457
2018-05-23,7425.957
2018-05-24,7424.43
2018-05-25,7433.855
2018-05-28,.
2018-05-29,7396.594
2018-05-30,7462.453
2018-05-31,7442.117
2018-06-01,7554.332
2018-06-04,7606.461
2018-06-05,7637.863
2018-06-06,7689.242
2018-06-07,7635.07
2018-06-08,7645.512
2018-06-11,7659.926
2018-06-12,7703.793
2018-06-13,7695.699
2018-06-14,7761.043
2018-06-15,7746.379
2018-06-18,7747.023
2018-06-19,7725.586
2018-06-20,7781.516
2018-06-21,7712.953
2018-06-22,7692.816
2018-06-25,7532.008
2018-06-26,7561.625
2018-06-27,7445.086
2018-06-28,7503.684
2018-06-29,7510.305
2018-07-02,7567.688
2018-07-03,7502.672
2018-07-04,.
2018-07-05,7586.426
2018-07-06,7688.387
2018-07-09,7756.203
2018-07-10,7759.199
2018-07-11,7716.613
2018-07-12,7823.914
2018-07-13,7825.977
2018-07-16,7805.719
2018-07-17,7855.117
2018-07-18,7854.445
2018-07-19,7825.297
2018-07-20,7820.199
2018-07-23,7841.871
2018-07-24,7840.766
2018-07-25,7932.238
2018-07-26,7852.184
2018-07-27,7737.418
2018-07-30,7630.004
2018-07-31,7671.789
2018-08-01,7707.285
2018-08-02,7802.684
2018-08-03,7812.016
2018-08-06,7859.68
2018-08-07,7883.664
2018-08-08,7888.324
2018-08-09,7891.781
2018-08-10,7839.109
2018-08-13,7819.707
2018-08-14,7870.895
2018-08-15,7774.117
2018-08-16,7806.523
2018-08-17,7816.328
2018-08-20,7821.008
2018-08-21,7859.172
2018-08-22,7889.098
2018-08-23,7878.457
2018-08-24,7945.977
2018-08-27,8017.895
2018-08-28,8030.039
2018-08-29,8109.688
2018-08-30,8088.363
2018-08-31,8109.535
2018-09-03,.
2018-09-04,8091.246
2018-09-05,7995.172
2018-09-06,7922.727
2018-09-07,7902.543
2018-09-10,7924.16
2018-09-11,7972.473
2018-09-12,7954.23
2018-09-13,8013.711
2018-09-14,8010.043
2018-09-17,7895.793
2018-09-18,7956.105
2018-09-19,7950.039
2018-09-20,8028.23
2018-09-21,7986.957
2018-09-24,7993.25
2018-09-25,8007.473
2018-09-26,7990.367
2018-09-27,8041.969
2018-09-28,8046.352
2018-10-01,8037.301
2018-10-02,7999.547
2018-10-03,8025.086
2018-10-04,7879.512
2018-10-05,7788.445
2018-10-08,7735.949
2018-10-09,7738.016
2018-10-10,7422.051
2018-10-11,7329.059
2018-10-12,7496.895
2018-10-15,7430.742
2018-10-16,7645.488
2018-10-17,7642.703
2018-10-18,7485.141
2018-10-19,7449.027
2018-10-22,7468.629
2018-10-23,7437.539
2018-10-24,7108.402
2018-10-25,7318.336
2018-10-26,7167.211
2018-10-29,7050.293
2018-10-30,7161.648
2018-10-31,7305.898
2018-11-01,7434.059
2018-11-02,7356.996
2018-11-05,7328.852
2018-11-06,7375.965
2018-11-07,7570.754
2018-11-08,7530.887
2018-11-09,7406.902
2018-11-12,7200.867
2018-11-13,7200.875
2018-11-14,7136.391
2018-11-15,7259.031
2018-11-16,7247.871
2018-11-19,7028.477
2018-11-20,6908.824
2018-11-21,6972.25
2018-11-22,.
2018-11-23,6938.984
2018-11-26,7081.852
2018-11-27,7082.699
2018-11-28,7291.594
2018-11-29,7273.082
2018-11-30,7330.535
2018-12-03,7441.512
2018-12-04,7158.426
2018-12-05,.
2018-12-06,7188.258
2018-12-07,6969.254
2018-12-10,7020.52
2018-12-11,7031.832
2018-12-12,7098.313
2018-12-13,7070.336
2018-12-14,6910.664
2018-12-17,6753.734
2018-12-18,6783.91
2018-12-19,6636.828
2018-12-20,6528.406
2018-12-21,6332.996
2018-12-24,6192.918
2018-12-25,.
2018-12-26,6554.355
2018-12-27,6579.492
2018-12-28,6584.523
2018-12-31,6635.277
2019-01-01,.
2019-01-02,6665.938
2019-01-03,6463.504
2019-01-04,6738.855
2019-01-07,6823.469
2019-01-08,6897.00
2019-01-09,6957.078
2019-01-10,6986.066
2019-01-11,6971.477
2019-01-14,6905.914
2019-01-15,7023.836
2019-01-16,7034.691
2019-01-17,7084.465
2019-01-18,7157.227
2019-01-21,.
2019-01-22,7020.355
2019-01-23,7025.766
2019-01-24,7073.461
2019-01-25,7164.863
2019-01-28,7085.684
2019-01-29,7028.289
2019-01-30,7183.078
2019-01-31,7281.738
2019-02-01,7263.867
2019-02-04,7347.535
2019-02-05,7402.086
2019-02-06,7375.281
2019-02-07,7288.352
2019-02-08,7298.199
2019-02-11,7307.906
2019-02-12,7414.617
2019-02-13,7420.379
2019-02-14,7426.953
2019-02-15,7472.41
2019-02-18,.
2019-02-19,7486.766
2019-02-20,7489.07
2019-02-21,7459.707
2019-02-22,7527.543
2019-02-25,7554.461
2019-02-26,7549.297
2019-02-27,7554.508
2019-02-28,7532.531
2019-03-01,7595.352
2019-03-04,7577.566
2019-03-05,7576.359
2019-03-06,7505.918
2019-03-07,7421.465
2019-03-08,7408.141
2019-03-11,7558.063
2019-03-12,7591.031
2019-03-13,7643.406
2019-03-14,7630.91
2019-03-15,7688.527
2019-03-18,7714.477
2019-03-19,7723.945
2019-03-20,7728.969
2019-03-21,7838.961
2019-03-22,7642.668
2019-03-25,7637.543
2019-03-26,7691.523
2019-03-27,7643.379
2019-03-28,7669.164
2019-03-29,7729.32
2019-04-01,7828.91
2019-04-02,7848.688
2019-04-03,7895.551
2019-04-04,7891.785
2019-04-05,7938.691
2019-04-08,7953.883
2019-04-09,7909.277
2019-04-10,7964.242
2019-04-11,7947.359
2019-04-12,7984.164
2019-04-15,7976.012
2019-04-16,8000.227
2019-04-17,7996.078
2019-04-18,7998.063
2019-04-19,7998.063
2019-04-22,8015.266
2019-04-23,8120.82
2019-04-24,8102.016
2019-04-25,8118.684
2019-04-26,8146.398
2019-04-29,8161.852
2019-04-30,8095.387
2019-05-01,8049.641
2019-05-02,8036.773
2019-05-03,8163.996
2019-05-06,8123.289
2019-05-07,7963.758
2019-05-08,7943.32
2019-05-09,7910.586
2019-05-10,7916.941
2019-05-13,7647.023
2019-05-14,7734.492
2019-05-15,7822.148
2019-05-16,7898.047
2019-05-17,7816.285
2019-05-20,7702.375
2019-05-21,7785.723
2019-05-22,7750.844
2019-05-23,7628.285
2019-05-24,7637.008
2019-05-27,.
2019-05-28,7607.352
2019-05-29,7547.309
2019-05-30,7567.715
2019-05-31,7453.148
2019-06-03,7333.02
2019-06-04,7527.117
2019-06-05,7575.477
2019-06-06,7615.555
2019-06-07,7742.102
2019-06-10,7823.168
2019-06-11,7822.566
2019-06-12,7792.719
2019-06-13,7837.129
2019-06-14,7796.66
2019-06-17,7845.023
2019-06-18,7953.883
2019-06-19,7987.324
2019-06-20,8051.34
2019-06-21,8031.707
2019-06-24,8005.695
2019-06-25,7884.715
2019-06-26,7909.973
2019-06-27,7967.758
2019-06-28,8006.242
2019-07-01,8091.164
2019-07-02,8109.094
2019-07-03,8170.23
2019-07-04,.
2019-07-05,8161.789
2019-07-08,8098.383
2019-07-09,8141.727
2019-07-10,8202.531
2019-07-11,8196.043
2019-07-12,8244.145
2019-07-15,8258.184
2019-07-16,8222.797
2019-07-17,8185.207
2019-07-18,8207.242
2019-07-19,8146.488
2019-07-22,8204.137
2019-07-23,8251.402
2019-07-24,8321.50
2019-07-25,8238.539
2019-07-26,8330.211
2019-07-29,8293.328
2019-07-30,8273.613
2019-07-31,8175.418
2019-08-01,8111.121
2019-08-02,8004.074
2019-08-05,7726.039
2019-08-06,7833.266
2019-08-07,7862.824
2019-08-08,8039.156
2019-08-09,7959.141
2019-08-12,7863.41
2019-08-13,8016.359
2019-08-14,7773.938
2019-08-15,7766.617
2019-08-16,7895.992
2019-08-19,8002.813
2019-08-20,7948.559
2019-08-21,8020.207
2019-08-22,7991.387
2019-08-23,7751.766
2019-08-26,7853.734
2019-08-27,7826.945
2019-08-28,7856.883
2019-08-29,7973.395
2019-08-30,7962.883
2019-09-02,.
2019-09-03,7874.16
2019-09-04,7976.879
2019-09-05,8116.828
2019-09-06,8103.074
2019-09-09,8087.438
2019-09-10,8084.156
2019-09-11,8169.68
2019-09-12,8194.469
2019-09-13,8176.715
2019-09-16,8153.543
2019-09-17,8186.016
2019-09-18,8177.391
2019-09-19,8182.879
2019-09-20,8117.676
2019-09-23,8112.461
2019-09-24,7993.625
2019-09-25,8077.383
2019-09-26,8030.66
2019-09-27,7939.625
2019-09-30,7999.34
2019-10-01,7908.684
2019-10-02,7785.246
2019-10-03,7872.266
2019-10-04,7982.473
2019-10-07,7956.293
2019-10-08,7823.777
2019-10-09,7903.742
2019-10-10,7950.781
2019-10-11,8057.039
2019-10-14,8048.648
2019-10-15,8148.707
2019-10-16,8124.184
2019-10-17,8156.852
2019-10-18,8089.543
2019-10-21,8162.988
2019-10-22,8104.297
2019-10-23,8119.793
2019-10-24,8185.797
2019-10-25,8243.117
2019-10-28,8325.984
2019-10-29,8276.852
2019-10-30,8303.977
2019-10-31,8292.359
2019-11-01,8386.398
2019-11-04,8433.199
2019-11-05,8434.68
2019-11-06,8410.629
2019-11-07,8434.516
2019-11-08,8475.313
2019-11-11,8464.277
2019-11-12,8486.09
2019-11-13,8482.102
2019-11-14,8479.016
2019-11-15,8540.828
2019-11-18,8549.938
2019-11-19,8570.656
2019-11-20,8526.73
2019-11-21,8506.211
2019-11-22,8519.887
2019-11-25,8632.488
2019-11-26,8647.934
2019-11-27,8705.176
2019-11-28,.
2019-11-29,8665.473
2019-12-02,8567.988
2019-12-03,8520.645
2019-12-04,8566.672
2019-12-05,8570.703
2019-12-06,8656.527
2019-12-09,8621.828
2019-12-10,8616.184
2019-12-11,8654.051
2019-12-12,8717.316
2019-12-13,8734.879
2019-12-16,8814.227
2019-12-17,8823.355
2019-12-18,8827.734
2019-12-19,8887.219
2019-12-20,8924.957
2019-12-23,8945.648
2019-12-24,8952.883
2019-12-25,.
2019-12-26,9022.391
2019-12-27,9006.617
2019-12-30,8945.992
2019-12-31,8972.605
2020-01-01,.
2020-01-02,9092.188
2020-01-03,9020.77
2020-01-06,9071.465
2020-01-07,9068.582
2020-01-08,9129.242
2020-01-09,9203.426
2020-01-10,9178.859
2020-01-13,9273.934
2020-01-14,9251.328
2020-01-15,9258.695
2020-01-16,9357.133
2020-01-17,9388.945
2020-01-20,.
2020-01-21,9370.809
2020-01-22,9383.77
2020-01-23,9402.477
2020-01-24,9314.91
2020-01-27,9139.309
2020-01-28,9269.68
2020-01-29,9275.164
2020-01-30,9298.934
2020-01-31,9150.938
2020-02-03,9273.402
2020-02-04,9467.973
2020-02-05,9508.684
2020-02-06,9572.152
2020-02-07,9520.512
2020-02-10,9628.391
2020-02-11,9638.941
2020-02-12,9725.961
2020-02-13,9711.969
2020-02-14,9731.176
2020-02-17,.
2020-02-18,9732.742
2020-02-19,9817.18
2020-02-20,9750.965
2020-02-21,9576.59
2020-02-24,9221.281
2020-02-25,8965.613
2020-02-26,8980.773
2020-02-27,8566.48
2020-02-28,8567.367
2020-03-02,8952.164
2020-03-03,8684.09
2020-03-04,9018.09
2020-03-05,8738.594
2020-03-06,8575.617
2020-03-09,7950.676
2020-03-10,8344.254
2020-03-11,7952.051
2020-03-12,7201.801
2020-03-13,7874.875
2020-03-16,6904.594
2020-03-17,7334.781
2020-03-18,6989.844
2020-03-19,7150.578
2020-03-20,6879.516
2020-03-23,6860.672
2020-03-24,7417.855
2020-03-25,7384.297
2020-03-26,7797.535
2020-03-27,7502.379
2020-03-30,7774.152
2020-03-31,7700.098
2020-04-01,7360.582
2020-04-02,7487.313
2020-04-03,7373.082
2020-04-06,7913.238
2020-04-07,7887.258
2020-04-08,8090.902
2020-04-09,8153.574
2020-04-10,.
2020-04-13,8192.426
2020-04-14,8515.742
2020-04-15,8393.176
2020-04-16,8532.363
2020-04-17,8650.141
2020-04-20,8560.727
2020-04-21,8263.23
2020-04-22,8495.379
2020-04-23,8494.754
2020-04-24,8634.52
2020-04-27,8730.164
2020-04-28,8607.73
2020-04-29,8914.711
2020-04-30,8889.551
2020-05-01,8604.949
2020-05-04,8710.715
2020-05-05,8809.121
2020-05-06,8854.387
2020-05-07,8979.66
2020-05-08,9121.32
2020-05-11,9192.344
2020-05-12,9002.551
2020-05-13,8863.168
2020-05-14,8943.723
2020-05-15,9014.559
2020-05-18,9234.828
2020-05-19,9185.105
2020-05-20,9375.777
2020-05-21,9284.883
2020-05-22,9324.586
2020-05-25,.
2020-05-26,9340.219
2020-05-27,9412.359
2020-05-28,9368.988
2020-05-29,9489.871
2020-06-01,9552.051
2020-06-02,9608.375
2020-06-03,9682.91
2020-06-04,9615.813
2020-06-05,9814.082
2020-06-08,9924.746
2020-06-09,9953.754
2020-06-10,10020.348
2020-06-11,9492.727
2020-06-12,9588.809
2020-06-15,9726.023
2020-06-16,9895.867
2020-06-17,9910.531
2020-06-18,9943.051
2020-06-19,9946.125
2020-06-22,10056.477
2020-06-23,10131.367
2020-06-24,9909.164
2020-06-25,10017.004
2020-06-26,9757.219
2020-06-29,9874.152
2020-06-30,10058.766
2020-07-01,10154.629
2020-07-02,10207.629
2020-07-03,.
2020-07-06,10433.648
2020-07-07,10343.887
2020-07-08,10492.50
2020-07-09,10547.75
2020-07-10,10617.445
2020-07-13,10390.844
2020-07-14,10488.578
2020-07-15,10550.492
2020-07-16,10473.828
2020-07-17,10503.191
2020-07-20,10767.094
2020-07-21,10680.363
2020-07-22,10706.129
2020-07-23,10461.418
2020-07-24,10363.176
2020-07-27,10536.266
2020-07-28,10402.09
2020-07-29,10542.941
2020-07-30,10587.813
2020-07-31,10745.273
2020-08-03,10902.797
2020-08-04,10941.164
2020-08-05,10998.398
2020-08-06,11108.07
2020-08-07,11010.984
2020-08-10,10968.355
2020-08-11,10782.824
2020-08-12,11012.238
2020-08-13,11042.504
2020-08-14,11019.301
2020-08-17,11129.727
2020-08-18,11210.844
2020-08-19,11146.461
2020-08-20,11264.953
2020-08-21,11311.801
2020-08-24,11379.719
2020-08-25,11466.473
2020-08-26,11665.059
2020-08-27,11625.336
2020-08-28,11695.633
2020-08-31,11775.457
2020-09-01,11939.668
2020-09-02,12056.441
2020-09-03,11458.102
2020-09-04,11313.133
2020-09-07,.
2020-09-08,10847.691
2020-09-09,11141.563
2020-09-10,10919.594
2020-09-11,10853.547
2020-09-14,11056.652
2020-09-15,11190.324
2020-09-16,11050.469
2020-09-17,10910.277
2020-09-18,10793.281
2020-09-21,10778.797
2020-09-22,10963.637
2020-09-23,10632.984
2020-09-24,10672.266
2020-09-25,10913.563
2020-09-28,11117.523
2020-09-29,11085.25
2020-09-30,11167.508
2020-10-01,11326.508
2020-10-02,11075.016
2020-10-05,11332.484
2020-10-06,11154.605
2020-10-07,11364.598
2020-10-08,11420.98
2020-10-09,11579.945
2020-10-12,11876.258
2020-10-13,11863.895
2020-10-14,11768.73
2020-10-15,11713.871
2020-10-16,11671.555
2020-10-19,11478.883
2020-10-20,11516.496
2020-10-21,11484.695
2020-10-22,11506.004
2020-10-23,11548.281
2020-10-26,11358.938
2020-10-27,11431.352
2020-10-28,11004.867
2020-10-29,11185.594
2020-10-30,10911.59
2020-11-02,10957.613
2020-11-03,11160.574
2020-11-04,11590.781
2020-11-05,11890.926
2020-11-06,11895.23
2020-11-09,11713.781
2020-11-10,11553.855
2020-11-11,11786.43
2020-11-12,11709.59
2020-11-13,11829.286133
2020-11-16,11924.13
2020-11-17,11899.34
2020-11-18,11801.6
2020-11-19,11904.71
2020-11-20,11854.97
2020-11-23,11880.63
2020-11-24,12036.79
2020-11-25,12094.4
2020-11-26,.
2020-11-27,12205.85
2020-11-30,12198.74
2020-12-01,12355.11
2020-12-02,12349.37
2020-12-03,12377.18
2020-12-04,12464.23
2020-12-07,12519.95
2020-12-08,12582.77
2020-12-09,12338.95
2020-12-10,12405.81
2020-12-11,12377.87
2020-12-14,12440.04
2020-12-15,12595.06
2020-12-16,12658.19
2020-12-17,12764.75
2020-12-18,12755.64
2020-12-21,12742.52
2020-12-22,12807.92
2020-12-23,12771.11
2020-12-24,12804.73
2020-12-25,.
2020-12-28,12899.42
2020-12-29,12850.22
2020-12-30,12870.0
2020-12-31,12888.28
2021-01-01,.
2021-01-04,12698.45
2021-01-05,12818.96
